,Time,IN1,IN2,OUTCHANGED,CORRECT
137,137,0,0,1,0
138,138,0,0,0,1
139,139,0,1,1,0
140,140,1,1,0,0
141,141,1,0,1,0
142,142,0,1,1,0
143,143,1,1,0,0
144,144,0,1,1,0
145,145,1,1,1,1
146,146,0,0,1,0
147,147,1,0,1,0
148,148,1,1,0,0
149,149,1,0,1,0
150,150,0,1,0,1
151,151,1,1,0,0
152,152,0,1,1,0
153,153,1,0,1,0
154,154,1,1,0,0
155,155,0,0,1,0
156,156,0,1,1,0
157,157,1,0,0,1
158,158,1,0,1,0
159,159,0,0,0,1
160,160,0,1,0,1
161,161,0,0,0,1
162,162,0,0,0,1
163,163,1,0,0,1
164,164,0,1,0,1
165,165,0,1,1,0
166,166,0,0,1,0
167,167,1,1,1,1
168,168,1,1,1,1
169,169,1,1,1,1
170,170,0,1,1,0
171,171,0,0,0,1
172,172,0,1,0,1
173,173,0,0,1,0
174,174,1,0,1,0
175,175,1,1,0,0
176,176,0,1,0,1
177,177,1,0,0,1
178,178,0,0,0,1
179,179,0,1,0,1
180,180,0,1,1,0
181,181,1,0,0,1
182,182,1,0,0,1
183,183,0,1,1,0
184,184,1,1,1,1
185,185,0,0,1,0
186,186,0,0,1,0
187,187,1,0,1,0
188,188,0,0,0,1
189,189,0,0,0,1
190,190,1,0,0,1
191,191,1,0,1,0
192,192,0,1,1,0
193,193,0,1,1,0
194,194,1,1,1,1
195,195,0,1,0,1
196,196,1,0,0,1
197,197,1,1,1,1
198,198,0,1,0,1
199,199,1,1,1,1
200,200,1,0,0,1
201,201,1,0,1,0
202,202,0,1,1,0
203,203,0,0,1,0
204,204,1,1,0,0
205,205,0,0,1,0
206,206,0,0,1,0
207,207,0,1,0,1
208,208,0,1,0,1
209,209,0,0,1,0
210,210,1,0,0,1
211,211,1,0,0,1
212,212,1,1,1,1
213,213,1,1,1,1
214,214,1,1,1,1
215,215,1,1,0,0
216,216,0,0,1,0
217,217,0,1,1,0
218,218,1,0,1,0
219,219,1,0,0,1
220,220,1,1,1,1
221,221,0,1,1,0
222,222,0,1,0,1
223,223,1,1,1,1
224,224,1,1,0,0
225,225,1,1,0,0
226,226,1,0,0,1
227,227,1,1,0,0
228,228,0,1,1,0
229,229,0,1,1,0
230,230,1,0,1,0
231,231,1,1,1,1
232,232,1,0,1,0
233,233,1,0,0,1
234,234,0,0,1,0
235,235,0,1,0,1
236,236,0,0,1,0
237,237,1,1,0,0
238,238,1,0,0,1
239,239,1,1,0,0
240,240,1,1,0,0
241,241,0,0,1,0
242,242,0,1,1,0
243,243,1,0,1,0
244,244,1,0,0,1
245,245,1,1,1,1
246,246,1,0,0,1
247,247,0,0,1,0
248,248,1,1,1,1
249,249,1,0,1,0
250,250,0,0,1,0
251,251,1,0,1,0
252,252,1,1,1,1
253,253,0,0,0,1
254,254,1,1,1,1
255,255,1,0,1,0
256,256,0,1,0,1
257,257,0,0,0,1
258,258,0,1,1,0
259,259,0,1,1,0
260,260,0,1,1,0
261,261,0,1,0,1
262,262,1,1,0,0
263,263,1,1,1,1
264,264,1,0,0,1
265,265,0,1,1,0
266,266,0,0,1,0
267,267,1,1,0,0
268,268,0,0,1,0
269,269,0,0,0,1
270,270,1,0,1,0
271,271,1,0,0,1
272,272,0,0,0,1
273,273,0,1,1,0
274,274,0,1,1,0
275,275,0,0,0,1
276,276,0,0,0,1
277,277,1,1,1,1
278,278,1,1,0,0
279,279,1,0,0,1
280,280,1,1,0,0
281,281,0,1,0,1
282,282,0,0,1,0
283,283,0,0,0,1
284,284,0,1,0,1
285,285,1,1,1,1
286,286,0,1,1,0
287,287,1,1,1,1
288,288,1,0,0,1
289,289,0,0,0,1
290,290,1,0,0,1
291,291,1,0,1,0
292,292,1,1,1,1
293,293,0,1,0,1
294,294,0,0,1,0
295,295,1,0,1,0
296,296,1,1,1,1
297,297,1,1,0,0
298,298,0,1,0,1
299,299,1,0,1,0
300,300,0,1,1,0
301,301,1,1,1,1
302,302,1,1,1,1
303,303,1,1,0,0
304,304,0,0,0,1
305,305,0,0,0,1
306,306,0,1,1,0
307,307,0,0,0,1
308,308,1,0,0,1
309,309,1,1,0,0
310,310,0,0,1,0
311,311,0,0,1,0
312,312,1,0,0,1
313,313,1,1,0,0
314,314,1,0,1,0
315,315,1,0,0,1
316,316,1,0,1,0
317,317,0,1,0,1
318,318,1,1,0,0
319,319,1,1,1,1
320,320,1,1,0,0
321,321,1,1,0,0
322,322,1,1,0,0
323,323,0,1,0,1
324,324,1,1,0,0
325,325,0,0,0,1
326,326,1,0,1,0
327,327,1,1,1,1
328,328,0,0,0,1
329,329,1,0,1,0
330,330,0,0,0,1
331,331,1,0,1,0
332,332,1,1,0,0
333,333,1,0,0,1
334,334,1,0,0,1
335,335,0,0,1,0
336,336,1,0,0,1
337,337,0,0,1,0
338,338,1,1,0,0
339,339,0,0,0,1
340,340,0,1,1,0
341,341,0,1,1,0
342,342,1,0,1,0
343,343,0,0,0,1
344,344,1,1,0,0
345,345,1,1,1,1
346,346,0,0,0,1
347,347,1,1,1,1
348,348,0,1,0,1
349,349,1,0,1,0
350,350,0,0,0,1
351,351,0,1,1,0
352,352,1,1,1,1
353,353,0,0,1,0
354,354,0,0,1,0
355,355,1,0,1,0
356,356,1,1,1,1
357,357,0,1,0,1
358,358,1,0,1,0
359,359,0,1,0,1
360,360,0,0,0,1
361,361,0,1,0,1
362,362,1,1,1,1
363,363,1,1,0,0
364,364,1,0,0,1
365,365,0,1,1,0
366,366,1,1,1,1
367,367,1,1,1,1
368,368,1,0,1,0
369,369,0,1,0,1
370,370,0,1,0,1
371,371,1,1,1,1
372,372,1,1,0,0
373,373,1,0,1,0
374,374,1,1,1,1
375,375,1,0,0,1
376,376,0,1,1,0
377,377,0,0,1,0
378,378,1,0,1,0
379,379,1,1,1,1
380,380,0,1,1,0
381,381,0,1,0,1
382,382,1,1,0,0
383,383,1,0,0,1
384,384,0,1,1,0
385,385,0,0,0,1
386,386,1,1,1,1
387,387,1,1,0,0
388,388,0,1,1,0
389,389,0,0,0,1
390,390,0,0,0,1
391,391,0,1,1,0
392,392,0,0,1,0
393,393,0,0,0,1
394,394,1,1,0,0
395,395,0,1,1,0
396,396,1,1,1,1
397,397,1,0,1,0
398,398,1,0,1,0
399,399,1,1,1,1
400,400,0,0,1,0
401,401,0,0,0,1
402,402,1,0,1,0
403,403,1,1,1,1
404,404,1,1,0,0
405,405,1,0,0,1
406,406,1,0,1,0
407,407,1,1,1,1
408,408,1,0,0,1
409,409,0,0,1,0
410,410,1,1,1,1
411,411,1,1,1,1
412,412,0,0,1,0
413,413,1,0,1,0
414,414,1,0,0,1
415,415,1,0,1,0
416,416,1,0,1,0
417,417,0,1,1,0
418,418,0,0,0,1
419,419,0,1,0,1
420,420,1,1,0,0
421,421,0,0,1,0
422,422,0,0,0,1
423,423,0,0,0,1
424,424,0,1,0,1
425,425,1,1,1,1
426,426,1,1,0,0
427,427,1,0,1,0
428,428,0,1,1,0
429,429,1,0,1,0
430,430,1,1,1,1
431,431,1,0,0,1
432,432,0,0,1,0
433,433,1,0,1,0
434,434,1,1,1,1
435,435,1,1,0,0
436,436,1,0,0,1
437,437,0,1,0,1
438,438,0,1,1,0
439,439,0,0,1,0
440,440,1,0,1,0
441,441,1,0,1,0
442,442,0,0,1,0
443,443,1,0,1,0
444,444,1,0,0,1
445,445,0,0,0,1
446,446,1,0,0,1
447,447,1,1,1,1
448,448,1,1,1,1
449,449,0,0,0,1
450,450,1,0,1,0
451,451,0,1,0,1
452,452,1,1,0,0
453,453,0,0,0,1
454,454,1,0,0,1
455,455,1,1,0,0
456,456,0,0,1,0
457,457,1,1,0,0
458,458,0,1,1,0
459,459,1,0,1,0
460,460,0,0,0,1
461,461,1,0,1,0
462,462,0,1,0,1
463,463,0,1,1,0
464,464,0,0,0,1
465,465,1,1,1,1
466,466,0,1,1,0
467,467,1,1,1,1
468,468,1,0,1,0
469,469,0,0,0,1
470,470,1,0,1,0
471,471,1,1,0,0
472,472,0,1,1,0
473,473,0,0,0,1
474,474,1,1,1,1
475,475,1,1,0,0
476,476,1,0,0,1
477,477,0,1,0,1
478,478,0,0,1,0
479,479,0,1,0,1
480,480,1,0,0,1
481,481,1,1,0,0
482,482,0,0,1,0
483,483,1,0,0,1
484,484,0,0,0,1
485,485,0,0,1,0
486,486,1,1,0,0
487,487,1,1,1,1
488,488,0,1,0,1
489,489,1,0,0,1
490,490,0,0,0,1
491,491,1,1,1,1
492,492,1,1,1,1
493,493,0,1,1,0
494,494,0,0,1,0
495,495,0,0,0,1
496,496,0,1,1,0
497,497,1,1,0,0
498,498,0,0,0,1
499,499,1,0,1,0
500,500,1,0,0,1
501,501,0,1,1,0
502,502,1,1,1,1
503,503,1,0,1,0
504,504,1,1,1,1
505,505,1,0,1,0
506,506,1,1,0,0
507,507,0,0,0,1
508,508,1,0,0,1
509,509,0,1,1,0
510,510,0,0,0,1
511,511,1,0,0,1
512,512,1,1,0,0
513,513,1,0,0,1
514,514,0,1,1,0
515,515,1,0,1,0
516,516,0,0,1,0
517,517,1,1,0,0
518,518,0,0,1,0
519,519,0,0,0,1
520,520,1,1,0,0
521,521,1,1,1,1
522,522,0,1,1,0
523,523,1,0,0,1
524,524,0,0,1,0
525,525,1,0,1,0
526,526,0,1,0,1
527,527,0,0,0,1
528,528,0,0,0,1
529,529,1,0,1,0
530,530,0,1,0,1
531,531,0,0,0,1
532,532,1,0,0,1
533,533,0,1,0,1
534,534,1,1,1,1
535,535,0,0,0,1
536,536,0,0,0,1
537,537,1,0,0,1
538,538,0,0,1,0
539,539,0,1,0,1
540,540,0,1,1,0
541,541,0,0,0,1
542,542,1,0,1,0
543,543,0,1,0,1
544,544,1,0,0,1
545,545,0,1,0,1
546,546,1,0,0,1
547,547,0,0,0,1
548,548,0,0,1,0
549,549,0,1,0,1
550,550,1,0,1,0
551,551,1,1,1,1
552,552,1,0,0,1
553,553,1,1,1,1
554,554,1,1,1,1
555,555,0,1,0,1
556,556,0,0,1,0
557,557,0,1,1,0
558,558,0,0,0,1
559,559,0,0,1,0
560,560,1,0,1,0
561,561,1,0,0,1
562,562,0,1,0,1
563,563,0,1,1,0
564,564,1,0,0,1
565,565,0,1,0,1
566,566,1,1,1,1
567,567,1,1,1,1
568,568,1,1,1,1
569,569,1,0,0,1
570,570,1,0,0,1
571,571,0,0,1,0
572,572,0,0,1,0
573,573,0,1,0,1
574,574,1,0,1,0
575,575,1,0,0,1
576,576,1,1,1,1
577,577,1,0,0,1
578,578,1,1,1,1
579,579,0,0,1,0
580,580,0,0,0,1
581,581,0,0,0,1
582,582,0,1,1,0
583,583,1,0,0,1
584,584,0,1,1,0
585,585,0,0,0,1
586,586,1,1,0,0
587,587,0,0,0,1
588,588,1,0,1,0
589,589,1,0,1,0
590,590,0,0,0,1
591,591,1,1,0,0
592,592,1,1,1,1
593,593,1,0,1,0
594,594,0,1,0,1
595,595,1,1,0,0
596,596,0,1,1,0
597,597,0,0,0,1
598,598,0,1,0,1
599,599,1,1,1,1
600,600,0,0,0,1
601,601,0,1,0,1
602,602,0,1,1,0
603,603,1,0,0,1
604,604,0,1,0,1
605,605,1,0,0,1
606,606,1,0,1,0
607,607,0,0,1,0
608,608,1,1,0,0
609,609,0,0,1,0
610,610,1,1,0,0
611,611,0,0,1,0
612,612,1,1,0,0
613,613,1,1,0,0
614,614,0,1,0,1
615,615,1,0,0,1
616,616,0,0,0,1
617,617,1,0,1,0
618,618,1,1,0,0
619,619,0,1,0,1
620,620,0,0,0,1
621,621,1,0,1,0
622,622,1,1,1,1
623,623,1,1,0,0
624,624,1,1,0,0
625,625,0,1,1,0
626,626,0,0,0,1
627,627,0,1,1,0
628,628,0,0,0,1
629,629,1,1,0,0
630,630,0,1,1,0
631,631,1,0,1,0
632,632,0,0,1,0
633,633,1,1,1,1
634,634,0,1,1,0
635,635,0,0,0,1
636,636,0,1,0,1
637,637,1,0,1,0
638,638,1,0,0,1
639,639,0,0,0,1
640,640,0,1,1,0
641,641,0,0,0,1
642,642,0,1,1,0
643,643,0,0,0,1
644,644,0,0,1,0
645,645,0,1,0,1
646,646,1,0,1,0
647,647,1,1,0,0
648,648,1,0,0,1
649,649,1,1,1,1
650,650,0,0,0,1
651,651,0,1,1,0
652,652,1,1,0,0
653,653,1,0,0,1
654,654,1,1,1,1
655,655,0,1,1,0
656,656,0,0,0,1
657,657,1,1,0,0
658,658,1,0,1,0
659,659,1,1,1,1
660,660,0,0,0,1
661,661,1,1,0,0
662,662,0,1,0,1
663,663,0,0,1,0
664,664,0,0,0,1
665,665,0,1,0,1
666,666,0,0,0,1
667,667,0,1,1,0
668,668,1,0,1,0
669,669,0,0,1,0
670,670,1,1,1,1
671,671,0,0,0,1
672,672,1,1,1,1
673,673,1,1,0,0
674,674,0,1,0,1
675,675,1,1,0,0
676,676,0,0,0,1
677,677,0,1,0,1
678,678,0,0,0,1
679,679,0,0,0,1
680,680,1,1,0,0
681,681,1,1,0,0
682,682,0,1,0,1
683,683,0,0,0,1
684,684,1,1,1,1
685,685,0,1,1,0
686,686,1,1,1,1
687,687,1,1,0,0
688,688,0,1,1,0
689,689,1,1,0,0
690,690,0,0,0,1
691,691,1,0,0,1
692,692,1,0,0,1
693,693,0,1,0,1
694,694,0,0,1,0
695,695,1,1,1,1
696,696,0,0,1,0
697,697,1,1,1,1
698,698,1,1,0,0
699,699,0,1,0,1
700,700,0,1,1,0
701,701,1,1,0,0
702,702,0,0,1,0
703,703,1,0,0,1
704,704,0,1,1,0
705,705,0,0,1,0
706,706,1,1,0,0
707,707,1,0,0,1
708,708,0,0,1,0
709,709,1,0,0,1
710,710,0,0,1,0
711,711,0,1,1,0
712,712,0,1,0,1
713,713,0,0,1,0
714,714,0,0,1,0
715,715,0,0,0,1
716,716,1,0,1,0
717,717,0,0,1,0
718,718,0,1,0,1
719,719,1,1,0,0
720,720,0,0,1,0
721,721,0,1,1,0
722,722,1,1,0,0
723,723,1,0,1,0
724,724,1,1,0,0
725,725,1,1,1,1
726,726,0,0,0,1
727,727,1,1,1,1
728,728,0,0,1,0
729,729,1,1,1,1
730,730,1,0,0,1
731,731,1,0,1,0
732,732,0,0,0,1
733,733,0,1,1,0
734,734,1,0,1,0
735,735,0,0,0,1
736,736,1,1,0,0
737,737,0,0,1,0
738,738,1,0,0,1
739,739,0,0,1,0
740,740,0,1,1,0
741,741,1,1,0,0
742,742,0,0,1,0
743,743,0,1,0,1
744,744,0,1,0,1
745,745,0,0,1,0
746,746,0,1,0,1
747,747,1,1,1,1
748,748,1,1,1,1
749,749,1,0,1,0
750,750,0,0,1,0
751,751,1,1,0,0
752,752,0,1,0,1
753,753,1,0,1,0
754,754,1,0,1,0
755,755,1,1,1,1
756,756,1,0,1,0
757,757,0,1,0,1
758,758,1,1,0,0
759,759,0,0,1,0
760,760,1,1,0,0
761,761,1,1,0,0
762,762,0,1,1,0
763,763,1,1,0,0
764,764,0,0,1,0
765,765,1,1,1,1
766,766,1,0,0,1
767,767,0,0,0,1
768,768,1,0,0,1
769,769,1,1,1,1
770,770,1,0,1,0
771,771,0,0,0,1
772,772,0,0,0,1
773,773,0,0,0,1
774,774,1,1,1,1
775,775,1,0,1,0
776,776,0,0,0,1
777,777,0,1,0,1
778,778,1,0,0,1
779,779,1,1,0,0
780,780,0,1,1,0
781,781,0,0,0,1
782,782,0,0,0,1
783,783,0,0,1,0
784,784,1,0,1,0
785,785,1,1,0,0
786,786,1,1,1,1
787,787,0,0,0,1
788,788,0,0,1,0
789,789,1,1,0,0
790,790,0,0,0,1
791,791,1,1,0,0
792,792,0,0,0,1
793,793,1,0,1,0
794,794,1,1,0,0
795,795,0,1,0,1
796,796,1,1,1,1
797,797,0,0,1,0
798,798,0,0,1,0
799,799,0,1,1,0
800,800,1,1,0,0
801,801,1,1,1,1
802,802,0,1,0,1
803,803,1,0,1,0
804,804,1,0,1,0
805,805,1,0,0,1
806,806,1,1,1,1
807,807,0,1,0,1
808,808,1,0,0,1
809,809,0,1,0,1
810,810,0,1,1,0
811,811,0,0,1,0
812,812,1,0,1,0
813,813,1,0,0,1
814,814,1,0,1,0
815,815,0,1,1,0
816,816,1,0,1,0
817,817,1,0,1,0
818,818,0,1,1,0
819,819,0,0,1,0
820,820,1,1,0,0
821,821,0,0,1,0
822,822,0,1,0,1
823,823,1,0,0,1
824,824,0,1,1,0
825,825,0,0,0,1
826,826,1,1,1,1
827,827,0,1,1,0
828,828,1,1,1,1
829,829,0,0,0,1
830,830,1,0,0,1
831,831,1,1,0,0
832,832,0,1,1,0
833,833,1,0,1,0
834,834,1,0,1,0
835,835,0,0,1,0
836,836,1,0,0,1
837,837,1,0,0,1
838,838,1,0,1,0
839,839,1,0,0,1
840,840,1,0,0,1
841,841,0,1,1,0
842,842,1,1,1,1
843,843,0,1,0,1
844,844,0,1,0,1
845,845,1,1,0,0
846,846,0,1,1,0
847,847,1,0,1,0
848,848,1,0,0,1
849,849,1,1,1,1
850,850,0,1,0,1
851,851,0,0,0,1
852,852,1,1,0,0
853,853,1,1,1,1
854,854,0,0,1,0
855,855,1,1,1,1
856,856,1,0,1,0
857,857,1,0,0,1
858,858,0,1,1,0
859,859,1,0,0,1
860,860,0,1,1,0
861,861,0,1,1,0
862,862,0,0,0,1
863,863,1,0,0,1
864,864,0,1,0,1
865,865,0,1,1,0
866,866,0,1,0,1
867,867,1,1,0,0
868,868,1,0,1,0
869,869,0,1,0,1
870,870,0,1,1,0
871,871,1,1,0,0
872,872,0,0,1,0
873,873,1,1,1,1
874,874,0,1,0,1
875,875,0,0,0,1
876,876,0,0,0,1
877,877,1,1,0,0
878,878,0,0,0,1
879,879,0,1,0,1
880,880,0,0,1,0
881,881,1,0,0,1
882,882,0,1,1,0
883,883,0,1,1,0
884,884,1,1,0,0
885,885,1,0,1,0
886,886,1,0,1,0
887,887,1,1,1,1
888,888,1,0,1,0
889,889,1,0,1,0
890,890,0,0,0,1
891,891,0,0,1,0
892,892,1,0,1,0
893,893,1,0,1,0
894,894,1,1,0,0
895,895,1,1,0,0
896,896,1,1,0,0
897,897,0,1,0,1
898,898,1,0,1,0
899,899,0,1,1,0
900,900,1,1,1,1
901,901,0,0,1,0
902,902,1,1,1,1
903,903,0,0,1,0
904,904,1,1,0,0
905,905,1,0,1,0
906,906,0,0,0,1
907,907,0,0,0,1
908,908,1,0,0,1
909,909,0,1,1,0
910,910,0,0,0,1
911,911,0,0,0,1
912,912,1,1,1,1
913,913,0,1,0,1
914,914,1,0,1,0
915,915,1,1,1,1
916,916,0,1,0,1
917,917,0,1,1,0
918,918,0,0,1,0
919,919,1,1,0,0
920,920,1,1,0,0
921,921,0,1,1,0
922,922,1,0,1,0
923,923,0,0,0,1
924,924,1,0,1,0
925,925,0,1,1,0
926,926,1,0,0,1
927,927,1,0,0,1
928,928,0,1,1,0
929,929,1,1,0,0
930,930,1,1,1,1
931,931,0,1,1,0
932,932,0,0,1,0
933,933,1,1,1,1
934,934,1,0,1,0
935,935,0,0,0,1
936,936,0,0,1,0
937,937,0,1,0,1
938,938,0,1,0,1
939,939,0,0,0,1
940,940,1,1,0,0
941,941,1,0,1,0
942,942,1,0,0,1
943,943,0,0,0,1
944,944,1,0,1,0
945,945,0,1,0,1
946,946,1,0,1,0
947,947,1,0,1,0
948,948,0,1,0,1
949,949,0,1,1,0
950,950,1,0,0,1
951,951,1,1,1,1
952,952,0,1,0,1
953,953,0,1,1,0
954,954,1,1,0,0
955,955,1,0,1,0
956,956,0,1,1,0
957,957,0,0,1,0
958,958,1,0,0,1
959,959,0,1,1,0
960,960,1,0,1,0
961,961,0,1,1,0
962,962,0,1,0,1
963,963,1,0,1,0
964,964,1,0,0,1
965,965,0,0,0,1
966,966,0,1,1,0
967,967,0,0,1,0
968,968,1,1,1,1
969,969,1,1,1,1
970,970,1,0,1,0
971,971,1,0,0,1
972,972,0,1,0,1
973,973,0,0,0,1
974,974,0,1,1,0
975,975,0,1,1,0
976,976,0,1,1,0
977,977,0,0,1,0
978,978,1,1,1,1
979,979,0,0,0,1
980,980,0,1,1,0
981,981,0,0,0,1
982,982,1,1,1,1
983,983,0,0,0,1
984,984,1,1,0,0
985,985,1,1,1,1
986,986,0,1,0,1
987,987,0,1,1,0
988,988,1,1,0,0
989,989,1,1,0,0
990,990,0,1,0,1
991,991,1,1,0,0
992,992,0,1,0,1
993,993,0,1,0,1
994,994,0,1,1,0
995,995,0,0,0,1
996,996,1,0,0,1
997,997,0,1,0,1
998,998,1,0,0,1
999,999,0,0,1,0
1000,1000,1,1,1,1
1001,1001,1,1,0,0
1002,1002,0,0,1,0
1003,1003,1,0,1,0
1004,1004,0,0,0,1
1005,1005,1,1,1,1
1006,1006,0,0,1,0
1007,1007,0,0,1,0
1008,1008,0,0,0,1
1009,1009,0,1,1,0
1010,1010,1,0,1,0
1011,1011,1,1,1,1
1012,1012,1,1,0,0
1013,1013,0,0,1,0
1014,1014,0,0,1,0
1015,1015,1,0,0,1
1016,1016,0,1,1,0
1017,1017,1,0,0,1
1018,1018,1,0,0,1
1019,1019,1,0,0,1
1020,1020,0,0,0,1
1021,1021,0,0,0,1
1022,1022,1,1,1,1
1023,1023,0,0,1,0
1024,1024,0,0,0,1
1025,1025,1,1,1,1
1026,1026,0,0,0,1
1027,1027,0,1,1,0
1028,1028,1,1,0,0
1029,1029,1,0,1,0
1030,1030,0,1,1,0
1031,1031,0,0,1,0
1032,1032,0,1,0,1
1033,1033,1,1,1,1
1034,1034,0,0,0,1
1035,1035,0,0,0,1
1036,1036,1,1,1,1
1037,1037,1,1,0,0
1038,1038,0,0,0,1
1039,1039,1,0,0,1
1040,1040,0,0,1,0
1041,1041,1,0,0,1
1042,1042,1,1,1,1
1043,1043,1,0,0,1
1044,1044,1,0,0,1
1045,1045,0,1,1,0
1046,1046,1,1,1,1
1047,1047,0,0,0,1
1048,1048,0,0,0,1
1049,1049,1,0,1,0
1050,1050,1,0,0,1
1051,1051,0,0,0,1
1052,1052,1,1,0,0
1053,1053,0,1,1,0
1054,1054,0,1,1,0
1055,1055,1,1,1,1
1056,1056,0,1,0,1
1057,1057,1,0,1,0
1058,1058,1,0,0,1
1059,1059,1,1,0,0
1060,1060,0,0,1,0
1061,1061,0,1,1,0
1062,1062,0,1,1,0
1063,1063,0,0,0,1
1064,1064,0,1,1,0
1065,1065,0,0,0,1
1066,1066,1,0,1,0
1067,1067,0,0,1,0
1068,1068,1,0,1,0
1069,1069,0,1,1,0
1070,1070,1,0,0,1
1071,1071,0,1,0,1
1072,1072,0,0,1,0
1073,1073,0,0,0,1
1074,1074,0,1,1,0
1075,1075,0,0,1,0
1076,1076,0,0,1,0
1077,1077,0,1,1,0
1078,1078,0,0,0,1
1079,1079,1,1,1,1
1080,1080,1,0,1,0
1081,1081,1,0,0,1
1082,1082,1,0,0,1
1083,1083,1,1,0,0
1084,1084,0,1,0,1
1085,1085,1,1,1,1
1086,1086,0,0,1,0
1087,1087,0,1,1,0
1088,1088,1,1,1,1
1089,1089,0,1,1,0
1090,1090,0,1,0,1
1091,1091,0,0,1,0
1092,1092,1,0,0,1
1093,1093,1,0,1,0
1094,1094,1,1,1,1
1095,1095,0,0,0,1
1096,1096,0,0,0,1
1097,1097,0,1,0,1
1098,1098,0,0,0,1
1099,1099,0,1,0,1
1100,1100,1,0,1,0
1101,1101,1,0,1,0
1102,1102,1,1,0,0
1103,1103,0,1,0,1
1104,1104,1,1,0,0
1105,1105,1,1,0,0
1106,1106,1,0,0,1
1107,1107,0,0,1,0
1108,1108,1,0,1,0
1109,1109,0,0,1,0
1110,1110,1,1,1,1
1111,1111,1,1,1,1
1112,1112,1,0,1,0
1113,1113,1,1,0,0
1114,1114,0,0,1,0
1115,1115,1,1,1,1
1116,1116,1,1,1,1
1117,1117,0,0,0,1
1118,1118,0,1,0,1
1119,1119,0,0,0,1
1120,1120,1,0,0,1
1121,1121,1,0,1,0
1122,1122,1,0,0,1
1123,1123,0,0,1,0
1124,1124,0,1,1,0
1125,1125,1,1,1,1
1126,1126,1,1,0,0
1127,1127,0,1,0,1
1128,1128,1,0,0,1
1129,1129,0,0,1,0
1130,1130,1,1,1,1
1131,1131,1,0,1,0
1132,1132,1,1,1,1
1133,1133,0,0,1,0
1134,1134,0,0,0,1
1135,1135,1,1,1,1
1136,1136,1,0,0,1
1137,1137,1,1,0,0
1138,1138,0,1,0,1
