,clk,rising,count,count_next,correct
293,1,1,1,32,0
294,0,0,2,32,0
295,1,0,2,2,1
296,1,1,2,32,0
297,0,0,3,3,1
298,1,0,3,32,0
299,1,1,3,4,1
300,0,0,4,4,1
301,1,0,4,4,1
302,1,1,4,5,1
303,0,0,5,32,0
304,1,0,5,32,0
305,1,1,5,6,1
306,0,0,6,6,1
307,1,0,6,6,1
308,1,1,6,7,1
309,0,0,7,7,1
310,1,0,7,7,1
311,1,1,7,32,0
312,0,0,8,32,0
313,1,0,8,8,1
314,1,1,8,32,0
315,0,0,9,9,1
316,1,0,9,32,0
317,1,1,9,10,1
318,0,0,10,10,1
319,1,0,10,10,1
320,1,1,10,32,0
321,0,0,11,32,0
322,1,0,11,11,1
323,1,1,11,12,1
324,0,0,12,12,1
325,1,0,12,12,1
326,1,1,12,32,0
327,0,0,13,32,0
328,1,0,13,32,0
329,1,1,13,32,0
330,0,0,14,32,0
331,1,0,14,14,1
332,1,1,14,32,0
333,0,0,15,15,1
334,1,0,15,32,0
335,1,1,15,16,1
336,0,0,16,32,0
337,1,0,16,16,1
338,1,1,16,17,1
339,0,0,17,17,1
340,1,0,17,17,1
341,1,1,17,18,1
342,0,0,18,18,1
343,1,0,18,32,0
344,1,1,18,32,0
345,0,0,19,19,1
346,1,0,19,19,1
347,1,1,19,32,0
348,0,0,20,20,1
349,1,0,20,20,1
350,1,1,20,32,0
351,0,0,21,32,0
352,1,0,21,21,1
353,1,1,21,22,1
354,0,0,22,22,1
355,1,0,22,32,0
356,1,1,22,23,1
357,0,0,23,23,1
358,1,0,23,32,0
359,1,1,23,32,0
360,0,0,24,32,0
361,1,0,24,32,0
362,1,1,24,32,0
363,0,0,25,32,0
364,1,0,25,25,1
365,1,1,25,32,0
366,0,0,26,26,1
367,1,0,26,26,1
368,1,1,26,27,1
369,0,0,27,27,1
370,1,0,27,27,1
371,1,1,27,32,0
372,0,0,28,28,1
373,1,0,28,32,0
374,1,1,28,32,0
375,0,0,29,29,1
376,1,0,29,32,0
377,1,1,29,30,1
378,0,0,30,32,0
379,1,0,30,30,1
380,1,1,30,32,0
381,0,0,31,32,0
382,1,0,31,31,1
383,1,1,31,32,0
384,0,0,0,32,0
385,1,0,0,0,1
386,1,1,0,32,0
387,0,0,1,1,1
388,1,0,1,1,1
389,1,1,1,2,1
390,0,0,2,2,1
391,1,0,2,2,1
392,1,1,2,32,0
393,0,0,3,3,1
394,1,0,3,3,1
395,1,1,3,32,0
396,0,0,4,4,1
397,1,0,4,32,0
398,1,1,4,32,0
399,0,0,5,32,0
400,1,0,5,5,1
401,1,1,5,32,0
402,0,0,6,6,1
403,1,0,6,32,0
404,1,1,6,7,1
405,0,0,7,32,0
406,1,0,7,32,0
407,1,1,7,32,0
408,0,0,8,8,1
409,1,0,8,8,1
410,1,1,8,9,1
411,0,0,9,32,0
412,1,0,9,9,1
413,1,1,9,32,0
414,0,0,10,10,1
415,1,0,10,10,1
416,1,1,10,32,0
417,0,0,11,32,0
418,1,0,11,32,0
419,1,1,11,12,1
420,0,0,12,32,0
421,1,0,12,12,1
422,1,1,12,13,1
423,0,0,13,32,0
424,1,0,13,13,1
425,1,1,13,14,1
426,0,0,14,14,1
427,1,0,14,32,0
428,1,1,14,15,1
429,0,0,15,32,0
430,1,0,15,15,1
431,1,1,15,16,1
432,0,0,16,16,1
433,1,0,16,32,0
434,1,1,16,32,0
435,0,0,17,32,0
436,1,0,17,17,1
437,1,1,17,18,1
438,0,0,18,32,0
439,1,0,18,32,0
440,1,1,18,19,1
441,0,0,19,32,0
442,1,0,19,19,1
443,1,1,19,20,1
444,0,0,20,20,1
445,1,0,20,20,1
446,1,1,20,32,0
447,0,0,21,21,1
448,1,0,21,21,1
449,1,1,21,22,1
450,0,0,22,32,0
451,1,0,22,32,0
452,1,1,22,23,1
453,0,0,23,32,0
454,1,0,23,23,1
455,1,1,23,24,1
456,0,0,24,24,1
457,1,0,24,32,0
458,1,1,24,25,1
459,0,0,25,25,1
460,1,0,25,25,1
461,1,1,25,26,1
462,0,0,26,26,1
463,1,0,26,26,1
464,1,1,26,32,0
465,0,0,27,27,1
466,1,0,27,32,0
467,1,1,27,28,1
468,0,0,28,32,0
469,1,0,28,32,0
470,1,1,28,29,1
471,0,0,29,32,0
472,1,0,29,29,1
473,1,1,29,30,1
474,0,0,30,32,0
475,1,0,30,30,1
476,1,1,30,31,1
477,0,0,31,32,0
478,1,0,31,32,0
479,1,1,31,32,0
480,0,0,0,32,0
481,1,0,0,32,0
482,1,1,0,32,0
483,0,0,1,32,0
484,1,0,1,32,0
485,1,1,1,32,0
486,0,0,2,2,1
487,1,0,2,2,1
488,1,1,2,32,0
489,0,0,3,3,1
490,1,0,3,32,0
491,1,1,3,32,0
492,0,0,4,32,0
493,1,0,4,4,1
494,1,1,4,5,1
495,0,0,5,5,1
496,1,0,5,5,1
497,1,1,5,6,1
498,0,0,6,6,1
499,1,0,6,32,0
500,1,1,6,32,0
501,0,0,7,7,1
502,1,0,7,7,1
503,1,1,7,8,1
504,0,0,8,8,1
505,1,0,8,8,1
506,1,1,8,9,1
507,0,0,9,9,1
508,1,0,9,32,0
509,1,1,9,10,1
510,0,0,10,32,0
511,1,0,10,10,1
512,1,1,10,11,1
513,0,0,11,32,0
514,1,0,11,32,0
515,1,1,11,32,0
516,0,0,12,12,1
517,1,0,12,12,1
518,1,1,12,32,0
519,0,0,13,32,0
520,1,0,13,32,0
521,1,1,13,14,1
522,0,0,14,32,0
523,1,0,14,32,0
524,1,1,14,15,1
525,0,0,15,15,1
526,1,0,15,15,1
527,1,1,15,16,1
528,0,0,16,32,0
529,1,0,16,16,1
530,1,1,16,32,0
531,0,0,17,17,1
532,1,0,17,17,1
533,1,1,17,32,0
534,0,0,18,18,1
535,1,0,18,32,0
536,1,1,18,19,1
537,0,0,19,32,0
538,1,0,19,19,1
539,1,1,19,20,1
540,0,0,20,20,1
541,1,0,20,32,0
542,1,1,20,32,0
543,0,0,21,32,0
544,1,0,21,21,1
545,1,1,21,32,0
546,0,0,22,22,1
547,1,0,22,32,0
548,1,1,22,32,0
549,0,0,23,23,1
550,1,0,23,32,0
551,1,1,23,24,1
552,0,0,24,24,1
553,1,0,24,32,0
554,1,1,24,25,1
555,0,0,25,32,0
556,1,0,25,25,1
557,1,1,25,32,0
558,0,0,26,26,1
559,1,0,26,26,1
560,1,1,26,32,0
561,0,0,27,27,1
562,1,0,27,27,1
563,1,1,27,32,0
564,0,0,28,28,1
565,1,0,28,28,1
566,1,1,28,32,0
567,0,0,29,29,1
568,1,0,29,32,0
569,1,1,29,30,1
570,0,0,30,32,0
571,1,0,30,32,0
572,1,1,30,31,1
573,0,0,31,32,0
574,1,0,31,31,1
575,1,1,31,0,1
576,0,0,0,32,0
577,1,0,0,0,1
578,1,1,0,32,0
579,0,0,1,32,0
580,1,0,1,32,0
581,1,1,1,2,1
582,0,0,2,2,1
583,1,0,2,2,1
584,1,1,2,3,1
585,0,0,3,3,1
586,1,0,3,3,1
587,1,1,3,4,1
588,0,0,4,4,1
589,1,0,4,4,1
590,1,1,4,32,0
591,0,0,5,32,0
592,1,0,5,5,1
593,1,1,5,32,0
594,0,0,6,32,0
595,1,0,6,6,1
596,1,1,6,32,0
597,0,0,7,7,1
598,1,0,7,7,1
599,1,1,7,32,0
600,0,0,8,32,0
601,1,0,8,8,1
602,1,1,8,9,1
603,0,0,9,32,0
604,1,0,9,9,1
605,1,1,9,32,0
606,0,0,10,32,0
607,1,0,10,32,0
608,1,1,10,32,0
609,0,0,11,11,1
610,1,0,11,32,0
611,1,1,11,12,1
612,0,0,12,12,1
613,1,0,12,32,0
614,1,1,12,32,0
615,0,0,13,13,1
616,1,0,13,13,1
617,1,1,13,14,1
618,0,0,14,14,1
619,1,0,14,32,0
620,1,1,14,15,1
621,0,0,15,32,0
622,1,0,15,15,1
623,1,1,15,16,1
624,0,0,16,32,0
625,1,0,16,16,1
626,1,1,16,32,0
627,0,0,17,17,1
628,1,0,17,32,0
629,1,1,17,32,0
630,0,0,18,18,1
631,1,0,18,32,0
632,1,1,18,19,1
633,0,0,19,32,0
634,1,0,19,19,1
635,1,1,19,32,0
636,0,0,20,32,0
637,1,0,20,32,0
638,1,1,20,21,1
639,0,0,21,21,1
640,1,0,21,32,0
641,1,1,21,22,1
642,0,0,22,22,1
643,1,0,22,32,0
644,1,1,22,32,0
645,0,0,23,32,0
646,1,0,23,32,0
647,1,1,23,24,1
648,0,0,24,24,1
649,1,0,24,32,0
650,1,1,24,25,1
651,0,0,25,25,1
652,1,0,25,32,0
653,1,1,25,26,1
654,0,0,26,32,0
655,1,0,26,26,1
656,1,1,26,32,0
657,0,0,27,32,0
658,1,0,27,27,1
659,1,1,27,32,0
660,0,0,28,32,0
661,1,0,28,32,0
662,1,1,28,29,1
663,0,0,29,32,0
664,1,0,29,32,0
665,1,1,29,30,1
666,0,0,30,32,0
667,1,0,30,30,1
668,1,1,30,32,0
669,0,0,31,31,1
670,1,0,31,31,1
671,1,1,31,0,1
672,0,0,0,32,0
673,1,0,0,0,1
674,1,1,0,32,0
675,0,0,1,32,0
676,1,0,1,32,0
677,1,1,1,2,1
678,0,0,2,32,0
679,1,0,2,2,1
680,1,1,2,3,1
681,0,0,3,32,0
682,1,0,3,3,1
683,1,1,3,4,1
684,0,0,4,4,1
685,1,0,4,32,0
686,1,1,4,5,1
687,0,0,5,32,0
688,1,0,5,5,1
689,1,1,5,6,1
690,0,0,6,32,0
691,1,0,6,32,0
692,1,1,6,7,1
693,0,0,7,32,0
694,1,0,7,7,1
695,1,1,7,32,0
696,0,0,8,32,0
697,1,0,8,8,1
698,1,1,8,9,1
699,0,0,9,32,0
700,1,0,9,9,1
701,1,1,9,10,1
702,0,0,10,32,0
703,1,0,10,32,0
704,1,1,10,32,0
705,0,0,11,11,1
706,1,0,11,11,1
707,1,1,11,32,0
708,0,0,12,12,1
709,1,0,12,12,1
710,1,1,12,13,1
711,0,0,13,13,1
712,1,0,13,13,1
713,1,1,13,14,1
714,0,0,14,32,0
715,1,0,14,14,1
716,1,1,14,15,1
717,0,0,15,32,0
718,1,0,15,15,1
719,1,1,15,32,0
720,0,0,16,16,1
721,1,0,16,32,0
722,1,1,16,17,1
723,0,0,17,17,1
724,1,0,17,32,0
725,1,1,17,18,1
726,0,0,18,32,0
727,1,0,18,32,0
728,1,1,18,32,0
729,0,0,19,32,0
730,1,0,19,19,1
731,1,1,19,20,1
732,0,0,20,32,0
733,1,0,20,32,0
734,1,1,20,21,1
735,0,0,21,32,0
736,1,0,21,32,0
737,1,1,21,22,1
738,0,0,22,32,0
739,1,0,22,32,0
740,1,1,22,32,0
741,0,0,23,23,1
742,1,0,23,32,0
743,1,1,23,24,1
744,0,0,24,24,1
745,1,0,24,24,1
746,1,1,24,25,1
747,0,0,25,32,0
748,1,0,25,32,0
749,1,1,25,32,0
750,0,0,26,32,0
751,1,0,26,32,0
752,1,1,26,27,1
753,0,0,27,27,1
754,1,0,27,27,1
755,1,1,27,32,0
756,0,0,28,28,1
757,1,0,28,32,0
758,1,1,28,29,1
759,0,0,29,32,0
760,1,0,29,29,1
761,1,1,29,32,0
762,0,0,30,32,0
763,1,0,30,32,0
764,1,1,30,31,1
765,0,0,31,32,0
766,1,0,31,31,1
767,1,1,31,32,0
768,0,0,0,32,0
769,1,0,0,32,0
770,1,1,0,1,1
771,0,0,1,32,0
772,1,0,1,32,0
773,1,1,1,2,1
774,0,0,2,32,0
775,1,0,2,32,0
776,1,1,2,32,0
777,0,0,3,3,1
778,1,0,3,3,1
779,1,1,3,4,1
780,0,0,4,4,1
781,1,0,4,4,1
782,1,1,4,32,0
783,0,0,5,5,1
784,1,0,5,5,1
785,1,1,5,6,1
786,0,0,6,6,1
787,1,0,6,6,1
788,1,1,6,7,1
789,0,0,7,32,0
790,1,0,7,32,0
791,1,1,7,32,0
792,0,0,8,8,1
793,1,0,8,8,1
794,1,1,8,9,1
795,0,0,9,9,1
796,1,0,9,9,1
797,1,1,9,10,1
798,0,0,10,32,0
799,1,0,10,32,0
800,1,1,10,32,0
801,0,0,11,11,1
802,1,0,11,11,1
803,1,1,11,32,0
804,0,0,12,12,1
805,1,0,12,32,0
806,1,1,12,13,1
807,0,0,13,13,1
808,1,0,13,13,1
809,1,1,13,14,1
810,0,0,14,32,0
811,1,0,14,32,0
812,1,1,14,15,1
813,0,0,15,32,0
814,1,0,15,15,1
815,1,1,15,32,0
816,0,0,16,32,0
817,1,0,16,16,1
818,1,1,16,17,1
819,0,0,17,17,1
820,1,0,17,17,1
821,1,1,17,32,0
822,0,0,18,32,0
823,1,0,18,18,1
824,1,1,18,32,0
825,0,0,19,19,1
826,1,0,19,32,0
827,1,1,19,32,0
828,0,0,20,20,1
829,1,0,20,20,1
830,1,1,20,21,1
831,0,0,21,21,1
832,1,0,21,21,1
833,1,1,21,32,0
834,0,0,22,22,1
835,1,0,22,22,1
836,1,1,22,23,1
837,0,0,23,23,1
838,1,0,23,23,1
839,1,1,23,24,1
840,0,0,24,24,1
841,1,0,24,24,1
842,1,1,24,32,0
843,0,0,25,25,1
844,1,0,25,32,0
845,1,1,25,32,0
846,0,0,26,26,1
847,1,0,26,32,0
848,1,1,26,27,1
849,0,0,27,32,0
850,1,0,27,27,1
851,1,1,27,28,1
852,0,0,28,32,0
853,1,0,28,28,1
854,1,1,28,29,1
855,0,0,29,29,1
856,1,0,29,29,1
857,1,1,29,32,0
858,0,0,30,30,1
859,1,0,30,30,1
860,1,1,30,32,0
861,0,0,31,32,0
862,1,0,31,32,0
863,1,1,31,32,0
864,0,0,0,0,1
865,1,0,0,0,1
866,1,1,0,32,0
867,0,0,1,1,1
868,1,0,1,32,0
869,1,1,1,32,0
870,0,0,2,2,1
871,1,0,2,32,0
872,1,1,2,32,0
873,0,0,3,32,0
874,1,0,3,3,1
875,1,1,3,4,1
876,0,0,4,32,0
877,1,0,4,32,0
878,1,1,4,32,0
879,0,0,5,32,0
880,1,0,5,5,1
881,1,1,5,32,0
882,0,0,6,6,1
883,1,0,6,32,0
884,1,1,6,32,0
885,0,0,7,32,0
886,1,0,7,32,0
887,1,1,7,8,1
888,0,0,8,8,1
889,1,0,8,32,0
890,1,1,8,32,0
891,0,0,9,9,1
892,1,0,9,32,0
893,1,1,9,32,0
894,0,0,10,32,0
895,1,0,10,32,0
896,1,1,10,32,0
897,0,0,11,11,1
898,1,0,11,11,1
899,1,1,11,32,0
900,0,0,12,32,0
901,1,0,12,12,1
902,1,1,12,13,1
903,0,0,13,13,1
904,1,0,13,13,1
905,1,1,13,32,0
906,0,0,14,32,0
907,1,0,14,32,0
908,1,1,14,32,0
909,0,0,15,32,0
910,1,0,15,32,0
911,1,1,15,16,1
912,0,0,16,16,1
913,1,0,16,32,0
914,1,1,16,17,1
915,0,0,17,32,0
916,1,0,17,32,0
917,1,1,17,32,0
918,0,0,18,18,1
919,1,0,18,32,0
920,1,1,18,32,0
921,0,0,19,19,1
922,1,0,19,19,1
923,1,1,19,20,1
924,0,0,20,32,0
925,1,0,20,20,1
926,1,1,20,21,1
927,0,0,21,32,0
928,1,0,21,21,1
929,1,1,21,32,0
930,0,0,22,32,0
931,1,0,22,32,0
932,1,1,22,23,1
933,0,0,23,23,1
934,1,0,23,23,1
935,1,1,23,32,0
936,0,0,24,24,1
937,1,0,24,24,1
938,1,1,24,25,1
939,0,0,25,32,0
940,1,0,25,32,0
941,1,1,25,26,1
942,0,0,26,32,0
943,1,0,26,26,1
944,1,1,26,32,0
945,0,0,27,32,0
946,1,0,27,27,1
947,1,1,27,32,0
948,0,0,28,28,1
949,1,0,28,28,1
950,1,1,28,29,1
951,0,0,29,29,1
952,1,0,29,29,1
953,1,1,29,30,1
954,0,0,30,32,0
955,1,0,30,32,0
956,1,1,30,32,0
957,0,0,31,32,0
958,1,0,31,31,1
959,1,1,31,32,0
960,0,0,0,0,1
961,1,0,0,0,1
962,1,1,0,1,1
963,0,0,1,32,0
964,1,0,1,1,1
965,1,1,1,32,0
966,0,0,2,2,1
967,1,0,2,2,1
968,1,1,2,32,0
969,0,0,3,3,1
970,1,0,3,3,1
971,1,1,3,32,0
972,0,0,4,32,0
973,1,0,4,4,1
974,1,1,4,32,0
975,0,0,5,32,0
976,1,0,5,5,1
977,1,1,5,32,0
978,0,0,6,32,0
979,1,0,6,32,0
980,1,1,6,32,0
981,0,0,7,7,1
982,1,0,7,32,0
983,1,1,7,32,0
984,0,0,8,32,0
985,1,0,8,8,1
986,1,1,8,32,0
987,0,0,9,9,1
988,1,0,9,32,0
989,1,1,9,32,0
990,0,0,10,10,1
991,1,0,10,10,1
992,1,1,10,11,1
993,0,0,11,32,0
994,1,0,11,32,0
995,1,1,11,12,1
996,0,0,12,32,0
997,1,0,12,32,0
998,1,1,12,32,0
999,0,0,13,13,1
1000,1,0,13,13,1
1001,1,1,13,14,1
1002,0,0,14,14,1
1003,1,0,14,32,0
1004,1,1,14,15,1
1005,0,0,15,15,1
1006,1,0,15,32,0
1007,1,1,15,32,0
1008,0,0,16,16,1
1009,1,0,16,16,1
1010,1,1,16,17,1
1011,0,0,17,17,1
1012,1,0,17,17,1
1013,1,1,17,18,1
1014,0,0,18,18,1
1015,1,0,18,18,1
1016,1,1,18,32,0
1017,0,0,19,19,1
1018,1,0,19,32,0
1019,1,1,19,32,0
1020,0,0,20,32,0
1021,1,0,20,32,0
1022,1,1,20,21,1
1023,0,0,21,21,1
1024,1,0,21,32,0
1025,1,1,21,22,1
1026,0,0,22,22,1
1027,1,0,22,22,1
1028,1,1,22,32,0
1029,0,0,23,32,0
1030,1,0,23,32,0
1031,1,1,23,32,0
1032,0,0,24,24,1
1033,1,0,24,24,1
1034,1,1,24,25,1
1035,0,0,25,32,0
1036,1,0,25,32,0
1037,1,1,25,26,1
1038,0,0,26,32,0
1039,1,0,26,26,1
1040,1,1,26,32,0
1041,0,0,27,27,1
1042,1,0,27,32,0
1043,1,1,27,28,1
1044,0,0,28,28,1
1045,1,0,28,28,1
1046,1,1,28,29,1
1047,0,0,29,32,0
1048,1,0,29,29,1
1049,1,1,29,30,1
1050,0,0,30,30,1
1051,1,0,30,32,0
1052,1,1,30,32,0
1053,0,0,31,31,1
1054,1,0,31,32,0
1055,1,1,31,32,0
1056,0,0,0,32,0
1057,1,0,0,0,1
1058,1,1,0,1,1
1059,0,0,1,1,1
1060,1,0,1,32,0
1061,1,1,1,2,1
1062,0,0,2,2,1
1063,1,0,2,32,0
1064,1,1,2,3,1
1065,0,0,3,3,1
1066,1,0,3,32,0
1067,1,1,3,32,0
1068,0,0,4,32,0
1069,1,0,4,32,0
1070,1,1,4,32,0
1071,0,0,5,32,0
1072,1,0,5,5,1
1073,1,1,5,32,0
1074,0,0,6,6,1
1075,1,0,6,6,1
1076,1,1,6,32,0
1077,0,0,7,7,1
1078,1,0,7,32,0
1079,1,1,7,32,0
1080,0,0,8,8,1
1081,1,0,8,8,1
1082,1,1,8,32,0
1083,0,0,9,32,0
1084,1,0,9,32,0
1085,1,1,9,10,1
1086,0,0,10,32,0
1087,1,0,10,10,1
1088,1,1,10,32,0
1089,0,0,11,11,1
1090,1,0,11,11,1
1091,1,1,11,12,1
1092,0,0,12,32,0
1093,1,0,12,32,0
1094,1,1,12,13,1
1095,0,0,13,13,1
1096,1,0,13,13,1
1097,1,1,13,14,1
1098,0,0,14,32,0
1099,1,0,14,32,0
1100,1,1,14,15,1
1101,0,0,15,32,0
1102,1,0,15,15,1
1103,1,1,15,16,1
1104,0,0,16,32,0
1105,1,0,16,16,1
1106,1,1,16,32,0
1107,0,0,17,17,1
1108,1,0,17,32,0
1109,1,1,17,32,0
1110,0,0,18,32,0
1111,1,0,18,32,0
1112,1,1,18,32,0
1113,0,0,19,32,0
1114,1,0,19,19,1
1115,1,1,19,32,0
1116,0,0,20,20,1
1117,1,0,20,20,1
1118,1,1,20,32,0
1119,0,0,21,32,0
1120,1,0,21,21,1
1121,1,1,21,22,1
1122,0,0,22,32,0
1123,1,0,22,22,1
1124,1,1,22,23,1
1125,0,0,23,23,1
1126,1,0,23,23,1
1127,1,1,23,32,0
1128,0,0,24,24,1
1129,1,0,24,32,0
1130,1,1,24,32,0
1131,0,0,25,32,0
1132,1,0,25,25,1
1133,1,1,25,26,1
1134,0,0,26,32,0
1135,1,0,26,26,1
1136,1,1,26,32,0
1137,0,0,27,32,0
1138,1,0,27,32,0
1139,1,1,27,28,1
1140,0,0,28,32,0
1141,1,0,28,32,0
1142,1,1,28,29,1
1143,0,0,29,29,1
1144,1,0,29,29,1
1145,1,1,29,32,0
1146,0,0,30,32,0
1147,1,0,30,30,1
1148,1,1,30,32,0
1149,0,0,31,32,0
1150,1,0,31,31,1
